Date,Time,RH-Corrected Nephelometer,RH-Corrected Nephelometer HR,Temp,RH,Battery,Inlet Press,Orifice Press,Flow,X-axis,Y-axis,Z-axis,Vector Sum Composite,ShutDownReason,Wearing Compliance,ValidityWearingCompliance validation,,,,
Date,Time,ë_g/må_,ë_g/må_,C,%,V,in H2O,in H2O,Lpm,g-unit,g-unit,g-unit,g-unit,,0=valid, 1=questionable, 2=invalid,0=valid, 1=questionable, 2=invalid
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
16/06/2017,5:15:50,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:15:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:00,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:10,1.532,,15,82.3,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:20,7.661,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:30,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:40,1.532,,15,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:50,3.064,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:16:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:00,1.532,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:10,1.531,,15,82.3,3.87,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:20,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:30,1.531,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:40,3.061,,15,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:50,1.53,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:17:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:00,3.061,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:10,1.529,,15,82.4,3.83,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:20,3.059,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:30,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:40,1.53,,15,82.3,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:50,3.061,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:18:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:00,1.53,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:10,1.529,,15,82.4,3.87,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:20,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:30,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:40,1.529,,15,82.4,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:50,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:19:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:00,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:10,1.529,,15,82.4,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:20,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:30,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:40,1.529,,15,82.4,,0.53,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:50,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:20:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:00,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:10,1.529,,15,82.4,3.83,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:20,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:30,1.529,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:40,1.53,,15,82.3,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:50,9.182,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:21:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:00,1.53,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:10,3.061,,15,82.3,3.87,0.5,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:20,3.061,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:30,4.591,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:40,4.593,,15,82.3,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:50,6.125,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:22:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:00,6.125,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:10,15.311,,15,82.3,3.84,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:20,10.718,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:30,6.125,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:40,9.185,,15,82.3,,0.51,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:50,12.246,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:23:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:00,22.961,,,82.3,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:10,19.885,,15,82.4,3.83,0.52,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:20,19.885,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:30,15.297,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:40,15.297,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:50,18.356,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:24:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:00,18.356,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:10,25.954,,15,82.4,3.87,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:20,24.427,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:30,45.801,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:40,22.911,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:50,85.536,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:25:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:00,29.021,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:10,28.965,,15,82.4,3.84,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:20,30.489,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:30,47.258,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:40,50.307,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:50,21.342,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:26:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:00,33.538,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:10,42.685,,15,82.4,3.86,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:20,30.489,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:30,22.867,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:40,32.014,,15,82.4,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:50,51.831,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:27:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:00,25.916,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:10,48.759,,15,82.5,3.86,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:20,44.188,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:30,24.379,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:40,30.474,,15,82.5,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:50,31.998,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:28:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:00,35.045,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:10,54.921,,15,82.4,3.86,0.51,0.3,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:20,25.935,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:30,25.935,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:40,30.474,,15,82.5,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:50,48.759,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:29:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:00,35.045,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:10,71.649,,15,82.4,3.87,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:20,27.44,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:30,25.916,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:40,41.11,,15,82.5,,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:50,22.839,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:30:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:00,47.2,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:10,28.929,,15,82.5,3.84,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:20,30.452,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:30,33.497,,,82.5,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:40,27.44,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:50,16.769,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:31:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:00,39.636,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:10,22.884,,15,82.4,3.87,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:20,18.307,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:30,18.307,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:40,25.935,,15,82.4,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:50,22.884,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:32:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:00,15.256,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:10,18.307,,15,82.4,3.84,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:20,22.884,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:30,19.832,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:40,30.511,,15,82.4,,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:50,15.256,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:33:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:00,18.307,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:10,24.427,,15,82.4,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:20,50.381,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:30,18.32,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:40,19.857,,15,82.4,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:50,39.713,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:34:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:00,15.274,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:10,22.911,,15,82.4,3.83,0.52,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:20,18.329,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:30,13.747,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:40,18.307,,15,82.4,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:50,15.256,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:35:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:00,18.307,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:10,19.818,,15,82.4,3.85,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:20,13.72,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:30,21.342,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:40,13.73,,15,82.4,,0.51,0.32,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:50,27.46,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:36:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:00,13.73,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:10,16.781,,15,82.4,3.87,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:20,22.884,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:30,13.73,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:40,21.358,,15,82.4,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:50,18.307,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:37:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:00,24.409,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:10,15.267,,15,82.4,3.87,0.52,0.33,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:20,22.9,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:30,16.794,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:40,32.06,,15,82.4,,0.51,0.32,0.3,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:45,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:50,16.794,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:38:55,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:00,15.267,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:05,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:10,12.219,,14.9,82.4,3.87,0.51,0.31,0.31,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:15,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:20,24.439,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:25,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:30,12.219,,,82.4,,,,,1,0.11,-0.04,1.01,,,,,,,
16/06/2017,5:39:35,,,,,,,,,1,0.11,-0.04,1.01,,,,,,,
