filterID,netmass
KHC1278,0.1145
KHC1279,0.1506
KHC1280,0.1125
KHC1281,0.1936
KHC1282,0.1687
KHC1283,0.2023
KHC1284,0.1187
KHC1285,0.1294
KHC1286,0.2345
KHC1287,0.1744
KHC1288,0.0685
KHC1289,0.1599
KHC1290,0.0886
KHC1291,0.1386
KHC1292,0.0095
KHC1293,0.1186
KHC1294,0.0692
KHC1295,0.1232
KHC1301,0.0968
KHC1302,0.1109
KHC1303,0.0869
KHC1304,0.075
KHC1305,0.0931
KHC1306,0.027
KHC1307,0.0539
KHC1308,0.0738
KHC1309,0.0494
KHC1310,0.0431
KHC1311,0.0738
KHC1312,0.0274
KHC1313,0.066
KHC1314,0.0729
KHC1315,0.0892
KHC1316,0.0862
KHC1317,0.0772
KHC1318,0.0685
KHC1319,0.0979
KHC1320,0.0938
KHC1321,0.1539
KHC1322,0.0544
KHC1323,0.082
KHC1324,0.0882
KHC1325,0.307038271
KHC1326,0.012
KHC1327,0.0599
KHC1328,0.0864
KHC1329,0.076
KHC1330,0.0826
KHC1331,0.0075
KHC1332,0.1786
KHC1333,0.0791
KHC1334,0.0687
KHC1335,0.09
KHC1336,0.0909
KHC1337,0.051
KHC1338,0.0305
KHC1339,0.0362
KHC1340,0.1064
KHC1341,0.0072
KHC1342,0.0316
KHC1343,0.1206
KHC1344,0.0682
KHC1345,0.1292
KHC1346,0.0651
KHC1347,
KHC1348,
KHC1349,0.064
KHC1350,0.054
KHC1351,0.0553
KHC1352,0.0501
KHC1353,0.0771
KHC1354,0.0604
KHC1355,0.054
KHC1356,0.0299
KHC1357,0.042
KHC1358,0.0069
KHC1359,0.0436
KHC1360,0.0403
KHC1361,0.1113
KHC1362,0.1358
KHC1363,0.1723
KHC1364,0.1053
KHC1365,0.0769
KHC1366,0.0601
KHC1367,0.0491
KHC1368,0.0224
KHC1369,0.0958
KHC1370,0.0219
KHC1371,0.0635
KHC1372,0.0587
KHC1373,
KHC1374,0.0777
KHC1375,0.0567
KHC1376,0.0612
KHC1377,0.0678
KHC1378,0.0908
KHC1379,0.0323
KHC1380,0.016
KHC1381,0.0598
KHC1382,0.0877
KHC1383,0.1068
KHC1384,0.0382
KHC1385,0.1307
KHC1386,0.1075
KHC1387,0.0827
KHC1388,0.1072
KHC1389,0.0876
KHC1390,0.0941
KHC1391,0.1075
KHC1392,0.1071
KHC1393,0.0725
KHC1394,0.0738
KHC1395,0.0884
KHC1397,0.0546
KHC1398,0.0652
KHC1399,0.043
KHC1400,0.051
KHC1401,0.0628
KHC1402,0.0659
KHC1403,0.0286
KHC1404,0.0307
KHC1405,0.0414
KHC1406,
KHC1407,0.0441
KHC1408,0.0473
KHC1409,0.0569
KHC1410,0.0724
KHC1411,0.0456
KHC1412,0.0178
KHC1413,0.0601
KHC1414,0.0761
KHC1415,0.0773
KHC1416,0.0703
KHC1417,0.0403
KHC1418,0.0741
KHC1419,0.0621
KHC1420,0.0663
KHC1421,0.0258
KHC1422,0.0437
KHC1423,0.0528
KHC1424,0.0627
KHC1425,0.0679
KHC1426,0.0378
KHC1427,0.0411
KHC1428,0.0529
KHC1429,0.0497
KHC1430,0.0659
KHC1431,0.0246
KHC1432,
KHC1433,0.0516
KHC1434,0.0436
KHC1435,0.0818
KHC1436,0.0498
KHC1437,0.0401
KHC1438,0.0493
KHC1439,0.0446
KHC1440,0.0143
KHC1441,0.0109
KHC1442,0.0544
KHC1443,-0.0038
KHC1444,0.0053
KHC1445,0.0513
KHC1451,0.049
KHC1452,0.0523
KHC1453,0.0436
KHC1454,0.0149
KHC1455,0.0877
KHC1456,0.0305
KHC1457,0.0558
KHC1458,0.0572
KHC1459,0.0707
KHC1460,0.0439
KHC1461,0.0226
KHC1462,0.0361
KHC1463,0.105
KHC1464,0.0208
KHC1465,0.0429
KHC1466,0.0733
KHC1467,0.0522
KHC1468,0.0598
KHC1469,0.1315
KHC1470,0.1081
KHC1471,0.0794
KHC1472,0.0603
KHC1473,0.0901
KHC1474,0.0657
KHC1475,0.072
KHC1476,0.0527
KHC1477,0.0577
KHC1478,0.0841
KHC1479,0.0539
KHC1480,0.0471
KHC1481,0.0736
KHC1482,0.1107
KHC1483,0.079
KHC1484,0.0732
KHC1485,0.0768
KHC1486,0.083
KHC1487,0.0981
KHC1488,0.0725
KHC1489,0.0546
KHC1490,0.0963
KHC1491,0.075
KHC1492,0.0569
KHC1493,0.0609
KHC1494,0.0397
KHC1495,0.1223
KHC1496,0.0296
KHC1497,0.0697
KHC1498,0.0645
KHC1499,0.0212
KHC1500,0.0753
KHC1501,0.0627
KHC1502,0.0652
KHC1503,-0.0038
KHC1504,0.0013
KHC1505,0.0482
KHC1506,0.0499
KHC1507,0.0209
KHC1508,0.0358
KHC1509,0.055
KHC1510,0.0698
KHC1511,0.0832
KHC1512,0.0185
KHC1513,0.0337
KHC1514,0.0252
KHC1515,0.0486
KHC1516,0.0779
KHC1517,0.0681
KHC1518,0.0714
KHC1519,0.039
KHC1520,0.022
KHC1521,0.0581
KHC1522,0.0554
KHC1523,0.0066
KHC1524,0.042
KHC1525,0.0343
KHC1526,0.0567
KHC1527,0.003
KHC1528,0.0067
KHC1529,0.0939
KHC1530,0.0838
KHC1531,0.0429
KHC1532,0.0391
KHC1533,0.0656
KHC1534,0.0537
KHC1535,0.0429
KHC1536,0.0341
KHC1537,0.0281
KHC1538,0.0374
KHC1539,0.0138
KHC1540,0.1009
KHC1541,0.0098
KHC1542,0.0448
KHC1543,0.0765
KHC1544,0.035
KHC1545,0.0767
KHC1546,0.1607
KHC1547,0.0486
KHC1548,0.0576
KHC1549,0.0361
KHC1550,0.0268
KHC1551,0.0409
KHC1552,0.0657
KHC1553,0.0337
KHC1554,0.1355
KHC1555,0.1282
KHC1556,0.0555
KHC1557,0.0551
KHC1558,0.0365
KHC1559,0.0867
KHC1560,0.0926
KHC1561,0.0754
KHC1562,0.0748
KHC1563,0.0637
KHC1564,0.057
KHC1565,0.0903
KHC1566,0.0658
KHC1567,0.2806
KHC1568,0.0301
KHC1569,0.0966
KHC1570,0.0349
KHC1571,0.0378
KHC1572,0.0342
KHC1573,0.0424
KHC1574,0.0367
KHC1575,0.0576
KHC1576,0.021
KHC1577,0.0246
KHC1578,0.0027
KHC1579,0.0075
KHC1580,0.0773
KHC1581,0.0302
KHC1582,0.0633
KHC1583,0.0526
KHC1584,0.0448
KHC1585,0.056
KHC1586,0.0477
KHC1587,0.025
KHC1588,0.0478
KHC1589,0.0431
KHC1590,0.0711
KHC1591,0.0573
KHC1592,0.0429
KHC1593,0.0198
KHC1594,0.0294
KHC1595,0.0603
KHC1596,0.0351
KHC1597,0.0429
KHC1598,0.061
KHC1599,0.0334
KHC1600,0.0061
KHC1601,0.0469
KHC1602,0.0589
KHC1603,0.0351
KHC1604,0.0392
KHC1605,0.0358
KHC1606,0.0083
KHC1607,0.0413
KHC1608,0.0306
KHC1609,0.025
KHC1610,0.0424
KHC1611,0.0846
KHC1612,0.0312
KHC1613,0.0157
KHC1614,0.0244
KHC1615,0.0175
KHC1616,0.012
KHC1617,0.0358
KHC1618,0.0226
KHC1619,0.0806
KHC1620,0.0891
KHC1621,0.006
KHC1622,
KHC1623,
KHC1624,
KHC1625,
KHC1626,
KHC1627,
KHC1628,
KHC1629,
KHC1630,
KHC1631,
KHC1632,0.0682
KHC1633,0.0482
KHC1634,0.0659
KHC1635,0.0736
KHC1636,0.1104
KHC1637,0.0839
KHC1638,0.0135
KHC1639,0.0621
KHC1640,0.0562
KHC1641,0.0488
KHC1642,0.0581
KHC1643,0.0419
KHC1644,0.0593
KHC1645,0.0282
KHC1646,0.0698
KHC1647,0.0692
KHC1648,0.093
KHC1649,0.0948
KHC1650,0.0668
KHC1651,0.0077
KHC1652,
KHC1653,0.0698
KHC1655,0.0947
KHC1656,0.0964
KHC1657,0.0906
KHC1658,0.1078
KHC1659,0.0902
KHC1660,0.0877
KHC1663,0.0052
KHC1667,0.0215
KHC1668,0.0407
KHC1669,0.054
KHC1670,0.0195
KHC1671,0.0375
KHC1672,0.0463
KHC1673,0.0365
KHC1674,0.0615
KHC1683,0.0538
KHC1684,0.0665
KHC1685,0.0205
KHC1686,0.0133
KHC1687,0.0551
KHC1688,0.0464
KHC1689,0.0291
KHC1690,0.0018
KHC1696,
KHC1697,0.0011
KHC1698,0.0123
KHC1699,0.0625
KHC1700,0.0478
KHC1701,0.0848
KHC1702,0.0121
KHC1703,0.042
KHC1704,0.2078
KHC1705,0.1606
KHC1706,-0.0098
KHC1707,0.1121
KHC1708,0.0483
KHC1709,0.0846
KHC1710,-0.0025
KHC1711,0.0354
KHC1712,0.0564
KHC1713,0.0479
KHC1714,0.0576
KHC1715,0.0092
KHC1716,0.048
KHC1717,0.0341
KHC1718,0.0465
KHC1719,0.0512
KHC1720,
KHC1721,0.0217
KHC1722,0.0282
KHC1723,0.0329
KHC1724,0.0257
KHC1725,0.0355
KHC1726,0.04
KHC1727,0.0429
KHC1728,0.041
KHC1729,0.0326
KHC1730,0.0134
KHC1731,0.0033
KHC1732,0.0366
KHC1733,-0.0012
KHC1734,0.0101
KHC1735,0.0039
KHC1736,0.0993
KHC1737,0.0439
KHC1738,0.0554
KHC1739,0.1066
KHC1740,0.0413
KHC1741,0.1115
KHC1742,0.0698
KHC1743,0.0729
KHC1744,0.0747
KHC1745,0.0547
KHC1746,0.0554
KHC1747,0.0029
KHC1748,0.0435
KHC1749,0.0653
KHC1750,0.0749
KHC1751,0.0581
KHC1752,0.0174
KHC1753,0.0298
KHC1754,0.0432
KHC1755,0.0321
KHC1756,0.0427
KHC1757,0.0778
KHC1758,0.0604
KHC1759,0.062
KHC1760,0.05
KHC1761,0.0627
KHC1762,0.0847
KHC1763,0.0856
KHC1764,0.1018
KHC1765,0.1188
KHC1766,0.0913
KHC1767,0.0319
KHC1768,0.0052
KHC1769,
KHC1770,0.0034
KHC1771,
KHC1772,0.0129
KHC1773,0.0064
KHC1774,0.0092
KHC1775,0.1916
KHC1778,0.086
KHC1779,0.076
KHC1780,0.0399
KHC1781,0.0562
KHC1782,0.0347
KHC1783,
KHC1784,0.0369
KHC1785,0.019
KHC1786,0.0653
KHC1787,0.0376
KHC1788,0.0271
KHC1789,0.028
KHC1790,0.1035
KHC1791,0.0684
KHC1792,0.0446
KHC1793,0.0423
KHC1794,0.0211
KHC1795,0.0403
KHC1796,0.0589
KHC1797,0.0604
KHC1798,0.0309
KHC1799,0.0302
KHC1800,0.0957
KHC1801,0.0616
KHC1802,0.0585
KHC1803,0.0428
KHC1804,0.007
KHC1805,0.05
KHC1806,0.0436
KHC1807,0.0701
KHC1808,0.0548
KHC1809,0.0255
KHC1810,0.0345
KHC1811,0.0221
KHC1812,0.0193
KHC1813,0.0604
KHC1814,0.0168
KHC1815,0.0088
KHC1816,0.0586
KHC1817,0.0527
KHC1818,0.096
KHC1821,0.0747
KHC1822,0.0216
KHC1823,0.0157
KHC1824,0.0466
KHC1825,0.063
KHC1826,0.058
KHC1827,0.026
KHC1828,0.1301
KHC1829,0.055
KHC1830,0.0537
KHC1831,0.0606
KHC1832,0.0478
KHC1833,
KHC1834,0.06
KHC1835,0.0418
KHC1836,0.0602
KHC1837,0.184
KHC1838,0.014
KHC1839,0.1235
KHC1840,0.0264
KHC1841,0.0557
KHC1842,0.0429
KHC1843,0.0641
KHC1844,0.0109
KHC1845,0.0281
KHC1846,0.0307
KHC1851,0.0741
KHC1852,0.0752
KHC1853,0.0189
KHC1854,0.0234
KHC1855,0.0213
KHC1856,0.0183
KHC1857,0.0345
KHC1858,0.0331
KHC1859,0.0355
KHC1860,0.0292
KHC1861,0.0958
KHC1862,0.086
KHC1863,0.0777
KHC1864,0.0054
KHC1865,0.0147
KHC1866,0.0239
KHC1867,0.0757
KHC1868,0.0063
KHC1869,0.0056
KHC1870,0.0042
KHC1871,0.0075
KHC1872,0.0052
KHC1873,0.0086
KHC1874,0.0323
KHC1875,0.0259
KHC1876,0.0215
KHC1877,0.0071
KHC1878,0.021
KHC1879,0.0264
KHC1880,0.0281
KHC1881,0.0338
KHC1882,0.0229
KHC1883,0.0288
KHC1884,0.0084
KHC1885,0.0282
KHC1886,0.074
KHC1887,0.0661
KHC1888,0.0393
KHC1889,0.0463
KHC1890,0.0342
KHC1891,0.0314
KHC1892,0.006
KHC1893,0.0255
KHC1894,0.061
KHC1895,0.0913
KHC1896,0.053
KHC1897,0.0473
KHC1898,0.0031
KHC1899,0.1651
KHC1900,0.1451
KHC1901,0.0714
KHC1902,0.0043
KHC1903,0.0874
KHC1904,0.049
KHC1905,0.0524
KHC1906,0.0523
KHC1907,0.0189
KHC1908,0.0415
KHC1909,0.0853
KHC1910,0.0051
KHC1911,0.0399
KHC1912,0.0486
KHC1913,0.0468
KHC1914,0.042
KHC1915,0.0056
KHC1916,0.0056
KHC1917,0.002
KHC1918,0.047
KHC1919,0.0505
KHC1920,0.0521
KHC1921,0.0439
KHC1922,0.0149
KHC1923,0.0116
KHC1924,0.0509
KHC1925,0.0449
KHC1926,0.052
KHC1927,0.11
KHC1928,0.2244
KHC1929,0.2724
KHC1930,0.242
KHC1931,0.2194
KHC1932,0.0237
KHC1933,0.0542
KHC1934,0.1672
KHC1935,0.1816
KHC1936,0.0102
KHC1937,0.1132
KHC1938,0.1117
KHC1939,0.1316
KHC1940,0.0222
KHC1941,0.0104
KHC1942,0.0415
KHC1943,0.1498
KHC1944,0.1315
KHC1945,0.225
KHC1946,0.0115
KHC1947,0.1315
KHC1948,0.1168
KHC1949,0.0142
KHC1950,0.0079
KHC1951,0.0157
KHC1952,0.0084
KHC1953,0.1567
KHC1954,0.0545
KHC1955,0.1034
KHC1956,0.0781
KHC1957,0.0062
KHC1958,0.1078
KHC1959,0.1106
KHC1960,0.1437
KHC1961,0.1173
KHC1962,0.1193
KHC1963,0.0963
KHC1964,0.1096
KHC1965,0.0019
KHC1966,0.0069
KHC1967,0.0801
KHC1968,0.0036
KHC1969,0.0076
KHC1970,0.1056
KHC1971,0.1289
KHC1972,0.0761
KHC1973,0.0221
KHC1974,0.2173
KHC1975,0.0288
KHC1976,0.0492
KHC1977,0.1767
KHC1978,0.1036
KHC1979,0.2358
KHC1980,0.2826
KHC1981,0.1625
KHC1982,0.1828
KHC1983,0.3135
KHC1984,0.2923
KHC1985,0.321
KHC1986,0.0445
KHC1987,0.2033
KHC1988,0.1925
KHC1989,0.1365
KHC1990,0.0943
KHC1991,0.2729
KHC1992,0.0088
KHC1993,0.1873
KHC1994,0.1155
KHC1995,0.061
KHC1996,0.0007
KHC1997,0.0006
KHC1998,-0.0004
KHC1999,-0.001
KHC2000,-0.003
KHC2001,0.2028
KHC2002,0.1235
KHC2003,0.1207
KHC2004,0.0069
KHC2005,0.153
KHC2006,0.0088
KHC2007,0.1647
KHC2008,0.0063
KHC2009,0.0357
KHC2010,0.1515
KHC2011,0.0129
KHC2012,0.0092
KHC2013,0.0171
KHC2014,0.0179
KHC2015,0.0104
KHC2016,0.01
KHC2017,0.0046
KHC2018,0.0109
KHC2021,0.1259
KHC2022,0.1399
KHC2023,0.059
KHC2024,0.0926
KHC2026,0.0821
KHC2027,0.1225
KHC2033,0.113
KHC2034,0.003
